date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:32:11	10463/10463	---M--	200	added ('OK')	text/html	etag:1328707339	http://cplusplus.com/reference/iostream/ios/widen/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios/widen/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:13	13015/13015	---M--	200	added ('OK')	text/html	etag:1328707336	http://cplusplus.com/reference/iostream/ios_base/flags/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/flags/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:14	14531/14531	---M--	200	added ('OK')	text/html	etag:1328707334	http://cplusplus.com/reference/iostream/ios_base/setf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/setf/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:15	12492/12492	---M--	200	added ('OK')	text/html	etag:1328707334	http://cplusplus.com/reference/iostream/ios_base/unsetf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/unsetf/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:16	14131/14131	---M--	200	added ('OK')	text/html	etag:1328707333	http://cplusplus.com/reference/iostream/ios_base/precision/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/precision/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:18	13243/13243	---M--	200	added ('OK')	text/html	etag:1328707335	http://cplusplus.com/reference/iostream/ios_base/width/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/width/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:19	11916/11916	---M--	200	added ('OK')	text/html	etag:1328707335	http://cplusplus.com/reference/iostream/ios_base/imbue/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/imbue/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:20	10569/10569	---M--	200	added ('OK')	text/html	etag:1328707332	http://cplusplus.com/reference/iostream/ios_base/getloc/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/getloc/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:21	11154/11154	---M--	200	added ('OK')	text/html	etag:1328707338	http://cplusplus.com/reference/iostream/ios_base/xalloc/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/xalloc/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:23	12261/12261	---M--	200	added ('OK')	text/html	etag:1328707333	http://cplusplus.com/reference/iostream/ios_base/iword/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/iword/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:24	12236/12236	---M--	200	added ('OK')	text/html	etag:1328707333	http://cplusplus.com/reference/iostream/ios_base/pword/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/pword/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:25	14326/14326	---M--	200	added ('OK')	text/html	etag:1328707333	http://cplusplus.com/reference/iostream/ios_base/register_callback/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/register_callback/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:26	11545/11545	---M--	200	added ('OK')	text/html	etag:1328707334	http://cplusplus.com/reference/iostream/ios_base/sync_with_stdio/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/sync_with_stdio/index.html	(from http://cplusplus.com/reference/iostream/fstream/)
18:32:27	11442/11442	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ifstream/ifstream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ifstream/ifstream/index.html	(from http://cplusplus.com/reference/iostream/ifstream/)
18:32:29	10026/10026	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ifstream/close/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ifstream/close/index.html	(from http://cplusplus.com/reference/iostream/ifstream/)
18:32:30	10423/10423	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ifstream/is_open/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ifstream/is_open/index.html	(from http://cplusplus.com/reference/iostream/ifstream/)
18:32:31	11570/11570	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ifstream/open/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ifstream/open/index.html	(from http://cplusplus.com/reference/iostream/ifstream/)
18:32:32	10565/10565	---M--	200	added ('OK')	text/html	etag:1328707359	http://cplusplus.com/reference/iostream/ifstream/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ifstream/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/ifstream/)
18:32:34	10957/10957	---M--	200	added ('OK')	text/html	etag:1328707336	http://cplusplus.com/reference/iostream/ios/ios/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios/ios/index.html	(from http://cplusplus.com/reference/iostream/ios/)
18:32:35	10108/10108	---M--	200	added ('OK')	text/html	etag:1328707336	http://cplusplus.com/reference/iostream/ios/~ios/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios/_ios/index.html	(from http://cplusplus.com/reference/iostream/ios/)
18:32:36	11206/11206	---M--	200	added ('OK')	text/html	etag:1328707340	http://cplusplus.com/reference/iostream/ios/init/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios/init/index.html	(from http://cplusplus.com/reference/iostream/ios/)
18:32:37	11868/11868	---M--	200	added ('OK')	text/html	etag:1328707339	http://cplusplus.com/reference/iostream/ios/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/ios/)
18:32:39	8751/8751	---M--	200	added ('OK')	text/html	etag:1328707344	http://cplusplus.com/reference/iostream/iostream/iostream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/iostream/iostream/index.html	(from http://cplusplus.com/reference/iostream/iostream/)
18:32:40	8401/8401	---M--	200	added ('OK')	text/html	etag:1328707344	http://cplusplus.com/reference/iostream/iostream/~iostream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/iostream/_iostream/index.html	(from http://cplusplus.com/reference/iostream/iostream/)
18:32:41	11101/11101	---M--	200	added ('OK')	text/html	etag:1328707331	http://cplusplus.com/reference/iostream/ios_base/ios_base/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/ios_base/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:42	10334/10334	---M--	200	added ('OK')	text/html	etag:1328707331	http://cplusplus.com/reference/iostream/ios_base/~ios_base/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/_ios_base/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:43	11459/11459	---M--	200	added ('OK')	text/html	etag:1328707331	http://cplusplus.com/reference/iostream/ios_base/failure/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/failure/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:45	11350/11350	---M--	200	added ('OK')	text/html	etag:1328707332	http://cplusplus.com/reference/iostream/ios_base/Init/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/Init/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:46	11490/11490	---M--	200	added ('OK')	text/html	etag:1328707335	http://cplusplus.com/reference/iostream/ios_base/event/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/event/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:47	11657/11657	---M--	200	added ('OK')	text/html	etag:1328707338	http://cplusplus.com/reference/iostream/ios_base/event_callback/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/event_callback/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:49	17455/17455	---M--	200	added ('OK')	text/html	etag:1328707335	http://cplusplus.com/reference/iostream/ios_base/fmtflags/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/fmtflags/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:50	13043/13043	---M--	200	added ('OK')	text/html	etag:1328707335	http://cplusplus.com/reference/iostream/ios_base/iostate/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/iostate/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:52	11378/11378	---M--	200	added ('OK')	text/html	etag:1328707336	http://cplusplus.com/reference/iostream/ios_base/openmode/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/openmode/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:53	10875/10875	---M--	200	added ('OK')	text/html	etag:1328707336	http://cplusplus.com/reference/iostream/ios_base/seekdir/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ios_base/seekdir/index.html	(from http://cplusplus.com/reference/iostream/ios_base/)
18:32:54	11408/11408	---M--	200	added ('OK')	text/html	etag:1328707340	http://cplusplus.com/reference/iostream/istream/istream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/istream/istream/index.html	(from http://cplusplus.com/reference/iostream/istream/)
18:32:55	9981/9981	---M--	200	added ('OK')	text/html	etag:1328707340	http://cplusplus.com/reference/iostream/istream/~istream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/istream/_istream/index.html	(from http://cplusplus.com/reference/iostream/istream/)
18:32:56	11640/11640	---M--	200	added ('OK')	text/html	etag:1328707366	http://cplusplus.com/reference/iostream/istringstream/istringstream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/istringstream/istringstream/index.html	(from http://cplusplus.com/reference/iostream/istringstream/)
18:32:58	9971/9971	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/istringstream/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/istringstream/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/istringstream/)
18:32:59	10396/10396	---M--	200	added ('OK')	text/html	etag:1328707362	http://cplusplus.com/reference/iostream/istringstream/str/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/istringstream/str/index.html	(from http://cplusplus.com/reference/iostream/istringstream/)
18:33:00	11362/11362	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ofstream/ofstream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ofstream/ofstream/index.html	(from http://cplusplus.com/reference/iostream/ofstream/)
18:33:01	10040/10040	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ofstream/close/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ofstream/close/index.html	(from http://cplusplus.com/reference/iostream/ofstream/)
18:33:03	10354/10354	---M--	200	added ('OK')	text/html	etag:1328707356	http://cplusplus.com/reference/iostream/ofstream/is_open/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ofstream/is_open/index.html	(from http://cplusplus.com/reference/iostream/ofstream/)
18:33:04	11431/11431	---M--	200	added ('OK')	text/html	etag:1328707357	http://cplusplus.com/reference/iostream/ofstream/open/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ofstream/open/index.html	(from http://cplusplus.com/reference/iostream/ofstream/)
18:33:05	10099/10099	---M--	200	added ('OK')	text/html	etag:1328707360	http://cplusplus.com/reference/iostream/ofstream/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ofstream/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/ofstream/)
18:33:07	10452/10452	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/ostream/ostream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ostream/ostream/index.html	(from http://cplusplus.com/reference/iostream/ostream/)
18:33:08	9178/9178	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/ostream/~ostream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ostream/_ostream/index.html	(from http://cplusplus.com/reference/iostream/ostream/)
18:33:09	11220/11220	---M--	200	added ('OK')	text/html	etag:1328707366	http://cplusplus.com/reference/iostream/ostringstream/ostringstream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ostringstream/ostringstream/index.html	(from http://cplusplus.com/reference/iostream/ostringstream/)
18:33:10	9646/9646	---M--	200	added ('OK')	text/html	etag:1328707369	http://cplusplus.com/reference/iostream/ostringstream/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ostringstream/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/ostringstream/)
18:33:12	10078/10078	---M--	200	added ('OK')	text/html	etag:1328707367	http://cplusplus.com/reference/iostream/ostringstream/str/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/ostringstream/str/index.html	(from http://cplusplus.com/reference/iostream/ostringstream/)
18:33:13	12896/12896	---M--	200	added ('OK')	text/html	etag:1328707346	http://cplusplus.com/reference/iostream/streambuf/streambuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/streambuf/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:14	12159/12159	---M--	200	added ('OK')	text/html	etag:1328707350	http://cplusplus.com/reference/iostream/streambuf/~streambuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/_streambuf/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:16	15789/15789	---M--	200	added ('OK')	text/html	etag:1328707350	http://cplusplus.com/reference/iostream/streambuf/sungetc/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/sungetc/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:17	14036/14036	---M--	200	added ('OK')	text/html	etag:1328707350	http://cplusplus.com/reference/iostream/streambuf/eback/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/eback/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:18	14073/14073	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/egptr/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/egptr/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:19	14079/14079	---M--	200	added ('OK')	text/html	etag:1328707351	http://cplusplus.com/reference/iostream/streambuf/epptr/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/epptr/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:21	13309/13309	---M--	200	added ('OK')	text/html	etag:1328707351	http://cplusplus.com/reference/iostream/streambuf/gbump/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/gbump/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:22	14020/14020	---M--	200	added ('OK')	text/html	etag:1328707351	http://cplusplus.com/reference/iostream/streambuf/gptr/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/gptr/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:24	14037/14037	---M--	200	added ('OK')	text/html	etag:1328707351	http://cplusplus.com/reference/iostream/streambuf/pbase/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/pbase/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:25	13323/13323	---M--	200	added ('OK')	text/html	etag:1328707352	http://cplusplus.com/reference/iostream/streambuf/pbump/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/pbump/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:26	14002/14002	---M--	200	added ('OK')	text/html	etag:1328707352	http://cplusplus.com/reference/iostream/streambuf/pptr/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/pptr/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:27	14498/14498	---M--	200	added ('OK')	text/html	etag:1328707352	http://cplusplus.com/reference/iostream/streambuf/setg/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/setg/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:28	14231/14231	---M--	200	added ('OK')	text/html	etag:1328707352	http://cplusplus.com/reference/iostream/streambuf/setp/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/setp/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:30	13476/13476	---M--	200	added ('OK')	text/html	etag:1328707352	http://cplusplus.com/reference/iostream/streambuf/imbue/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/imbue/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:31	14951/14951	---M--	200	added ('OK')	text/html	etag:1328707353	http://cplusplus.com/reference/iostream/streambuf/overflow/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/overflow/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:32	16170/16170	---M--	200	added ('OK')	text/html	etag:1328707357	http://cplusplus.com/reference/iostream/streambuf/pbackfail/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/pbackfail/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:34	15740/15740	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/seekoff/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/seekoff/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:35	15320/15320	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/seekpos/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/seekpos/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:37	14147/14147	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/setbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/setbuf/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:38	14430/14430	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/showmanyc/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/showmanyc/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:39	13493/13493	---M--	200	added ('OK')	text/html	etag:1328707354	http://cplusplus.com/reference/iostream/streambuf/sync/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/sync/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:40	15426/15426	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/streambuf/uflow/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/uflow/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:42	15426/15426	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/streambuf/underflow/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/underflow/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:43	14309/14309	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/streambuf/xsgetn/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/xsgetn/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:44	14126/14126	---M--	200	added ('OK')	text/html	etag:1328707355	http://cplusplus.com/reference/iostream/streambuf/xsputn/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/streambuf/xsputn/index.html	(from http://cplusplus.com/reference/iostream/streambuf/)
18:33:45	10246/10246	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/stringbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/stringbuf/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:47	10392/10392	---M--	200	added ('OK')	text/html	etag:1328707368	http://cplusplus.com/reference/iostream/stringbuf/str/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/str/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:48	10020/10020	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/overflow/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/overflow/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:49	11027/11027	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/pbackfail/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/pbackfail/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:50	11770/11770	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/seekoff/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/seekoff/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:51	10738/10738	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/seekpos/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/seekpos/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:53	10034/10034	---M--	200	added ('OK')	text/html	etag:1328707365	http://cplusplus.com/reference/iostream/stringbuf/setbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/setbuf/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:54	9885/9885	---M--	200	added ('OK')	text/html	etag:1328707366	http://cplusplus.com/reference/iostream/stringbuf/underflow/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringbuf/underflow/index.html	(from http://cplusplus.com/reference/iostream/stringbuf/)
18:33:55	11625/11625	---M--	200	added ('OK')	text/html	etag:1328707362	http://cplusplus.com/reference/iostream/stringstream/stringstream/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringstream/stringstream/index.html	(from http://cplusplus.com/reference/iostream/stringstream/)
18:33:56	9623/9623	---M--	200	added ('OK')	text/html	etag:1328707363	http://cplusplus.com/reference/iostream/stringstream/rdbuf/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringstream/rdbuf/index.html	(from http://cplusplus.com/reference/iostream/stringstream/)
18:33:58	10052/10052	---M--	200	added ('OK')	text/html	etag:1328707363	http://cplusplus.com/reference/iostream/stringstream/str/	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/reference/iostream/stringstream/str/index.html	(from http://cplusplus.com/reference/iostream/stringstream/)
18:33:58	0/0	---M--	302	error ('')			http://cplusplus.com/user/access.cgi?w=login&pr=google&to=%2Fuser%2F&y=1	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/user/access.389e2b.delayed	(from http://cplusplus.com/user/)
18:33:58	0/0	---M--	302	error ('')			http://cplusplus.com/user/access.cgi?w=login&pr=yahoo&to=%2Fuser%2F&y=1	C:/My%20Web%20Sites/Iotream%20Library/cplusplus.com/user/access.39ee69.delayed	(from http://cplusplus.com/user/)
